img_name,PSNR
100090_1.png,29.2647277959381
100090_2.png,27.886075617058633
100090_3.png,27.95617405570901
100090_4.png,29.919000199578388
100090_5.png,29.919000199578388
100977_1.png,29.2647277959381
100977_2.png,27.886075617058633
100977_3.png,27.95617405570901
100977_4.png,28.10390924177838
100977_5.png,29.2647277959381
10114_1.png,31.121875459387173
10114_2.png,27.886075617058633
10114_3.png,28.429945780089355
10114_4.png,27.695423811662906
10114_5.png,31.121875459387173
101223_1.png,30.3511857521033
101223_2.png,27.886075617058633
101223_3.png,27.886075617058633
101223_4.png,28.100661880936133
101223_5.png,30.3511857521033
101936_1.png,29.2647277959381
101936_2.png,27.886075617058633
101936_3.png,27.95617405570901
101936_4.png,29.33250594307883
101936_5.png,29.2647277959381
102159_1.png,29.2647277959381
102159_2.png,28.11660450336045
102159_3.png,27.95617405570901
102159_4.png,28.100661880936133
102159_5.png,29.919000199578388
102912_1.png,29.33250594307883
102912_2.png,27.886075617058633
102912_3.png,27.95617405570901
102912_4.png,29.33250594307883
102912_5.png,29.2647277959381
103030_1.png,29.919000199578388
103030_2.png,27.886075617058633
103030_3.png,28.11660450336045
103030_4.png,27.695423811662906
103030_5.png,29.2647277959381
103114_1.png,29.2647277959381
103114_2.png,28.11660450336045
103114_3.png,27.95617405570901
103114_4.png,28.123124487285104
103114_5.png,29.2647277959381
103122_1.png,29.2647277959381
103122_2.png,28.11660450336045
103122_3.png,28.11660450336045
103122_4.png,28.10390924177838
103122_5.png,29.2647277959381
103723_1.png,30.3511857521033
103723_2.png,28.11660450336045
103723_3.png,27.95617405570901
103723_4.png,29.33250594307883
103723_5.png,30.3511857521033
104091_1.png,29.2647277959381
104091_2.png,27.886075617058633
104091_3.png,27.95617405570901
104091_4.png,27.695423811662906
104091_5.png,29.919000199578388
105040_1.png,29.2647277959381
105040_2.png,27.886075617058633
105040_3.png,28.11660450336045
105040_4.png,29.33250594307883
105040_5.png,29.919000199578388
105480_1.png,29.2647277959381
105480_2.png,28.11660450336045
105480_3.png,27.95617405570901
105480_4.png,29.33250594307883
105480_5.png,29.2647277959381
105783_1.png,29.2647277959381
105783_2.png,27.886075617058633
105783_3.png,27.95617405570901
105783_4.png,28.10390924177838
105783_5.png,29.2647277959381
10705_1.png,29.919000199578388
10705_2.png,27.886075617058633
10705_3.png,27.95617405570901
10705_4.png,27.695423811662906
10705_5.png,29.919000199578388
107427_1.png,29.2647277959381
107427_2.png,27.886075617058633
107427_3.png,27.95617405570901
107427_4.png,28.97280002026922
107427_5.png,29.2647277959381
108425_1.png,29.2647277959381
108425_2.png,28.11660450336045
108425_3.png,27.95617405570901
108425_4.png,28.123124487285104
108425_5.png,29.919000199578388
109532_1.png,30.3511857521033
109532_2.png,29.33250594307883
109532_3.png,27.95617405570901
